id,company_id,customer_id,order_number,order_date,status,subtotal,gst_amount,total_amount,notes
f2936e4c-f16b-4363-839c-8e6966a49e8a,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,902ff6c1-f824-41a8-8f62-0f74dc915615,SO-000017,2023-07-13,confirmed,1812.09,181.21,1993.30,
70d852d2-1f27-4550-9d55-eafaea33c687,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,e580f5dd-920f-41b5-a746-e2ec685afd0f,SO-000018,2023-07-14,confirmed,1781.54,178.15,1959.69,
bb988fae-6783-41f3-9c4c-91a087a11017,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,57377d82-8035-44e7-b2a6-6e45b437d1ca,SO-000019,2023-07-14,confirmed,4382.75,438.27,4821.02,
36b8aa58-b70a-4d7a-8a16-bbb61156206f,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,0cd926ff-d57e-4f25-9a5f-0e93254a0ffd,SO-000020,2023-07-17,confirmed,4967.08,496.70,5463.78,
04ccacee-40c5-407b-8482-1de5dbacb5b5,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,84f867ae-1022-4f80-b44b-518942cc9e40,SO-000021,2023-07-17,confirmed,1947.99,194.79,2142.78,
05f8a002-0319-4dee-b305-0e728e3df4ed,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,5be4ae22-6400-44c3-bc41-6179d01326ee,SO-000022,2023-07-18,confirmed,2134.83,213.49,2348.32,
b61cab86-641c-402c-8914-25a626998b1d,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,072c1eec-8ca2-46bd-adc8-0d8a7e3aa55c,SO-000023,2023-07-19,confirmed,2405.39,240.55,2645.94,
cc5509ac-6be0-4536-8438-7b4b2328472e,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,b5ac4d50-539f-41d6-84b8-fd1da0d0972a,SO-000024,2023-07-19,confirmed,417.85,41.79,459.64,
3ed63d03-0256-4ee7-9a74-061833b46c19,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,bcc76a56-67ca-4549-bcda-33020f238fc7,SO-000025,2023-07-19,confirmed,1746.22,174.63,1920.85,
71961ba6-2716-4908-9f6b-12c3c69e8851,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,beae18dc-8a3e-4088-9502-6e0d2d27fa54,SO-000026,2023-07-20,confirmed,4521.70,452.16,4973.86,
527ccd39-0540-41e6-91c6-e4ca83b66ad4,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,84f867ae-1022-4f80-b44b-518942cc9e40,SO-000027,2023-07-20,confirmed,1252.04,125.20,1377.24,
db59b8c5-44e5-4a13-8274-78d2fdfdc75e,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,57377d82-8035-44e7-b2a6-6e45b437d1ca,SO-000028,2023-07-20,confirmed,100.48,10.05,110.53,
a744c202-a011-401a-97e5-49072c570627,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,aa7269fe-47d7-40f4-89f8-b4bc9127d7bd,SO-000029,2023-07-21,confirmed,439.60,43.96,483.56,
973d752e-4f3e-49df-9f07-63b83e885c1f,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,75334d0a-3476-4011-a5c2-1066fb5d4ae4,SO-000030,2023-07-24,confirmed,3158.56,315.86,3474.42,
47d97b56-02e7-4465-a64d-25e70936fe42,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,57377d82-8035-44e7-b2a6-6e45b437d1ca,SO-000031,2023-07-24,confirmed,1898.79,189.88,2088.67,
15c53376-79b5-4f73-83b4-4c68de864826,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,e580f5dd-920f-41b5-a746-e2ec685afd0f,SO-000032,2023-07-25,confirmed,3126.61,312.66,3439.27,
fbe067db-0983-4c94-9932-db0418e6efab,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,67196b05-6b1d-4332-9908-465aaaed6f6a,SO-000033,2023-07-25,confirmed,69.41,6.94,76.35,
fab7eb7e-667d-457f-8ab8-285cb63dcaab,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,759f00cf-7465-4347-8e62-5ae4db1e99eb,SO-000034,2023-07-26,confirmed,2348.41,234.84,2583.25,
0edb6324-d5c6-408f-982e-5049a8b5f19e,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,8cdec6d1-9eb7-43d7-8d92-dafbc8eac609,SO-000035,2023-07-26,confirmed,368.20,36.82,405.02,
35e57e21-0f59-458d-ae46-ec6930edc0e3,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,990f257f-efe9-4741-b0a0-84bcf874ac1d,SO-000036,2023-07-26,confirmed,2300.49,230.04,2530.53,
00398bd1-f011-486c-9f51-467c8edcc956,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,2208a583-3e0e-46be-a633-f5ee63e684d7,SO-000037,2023-07-26,confirmed,2917.14,291.72,3208.86,
f51a43cf-6d74-4c1d-9ee8-9b86163f893a,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,beae18dc-8a3e-4088-9502-6e0d2d27fa54,SO-000038,2023-07-27,confirmed,4206.73,420.68,4627.41,
4888d0d9-214d-4ac9-9f8e-75ffd43ccdaa,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,902ff6c1-f824-41a8-8f62-0f74dc915615,SO-000039,2023-07-27,confirmed,192.78,19.29,212.07,
481b0174-3102-4873-82e4-5f19d39665f7,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,fa510bb7-7227-42ca-a7db-17e25ac0604c,SO-000040,2023-07-28,confirmed,1118.40,111.84,1230.24,
8b035e35-fd25-4a71-a49b-1b4cc1d9083b,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,2208a583-3e0e-46be-a633-f5ee63e684d7,SO-000041,2023-07-28,confirmed,1712.64,171.27,1883.91,
970a6806-1af0-4050-bf0b-73620450aa17,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,75334d0a-3476-4011-a5c2-1066fb5d4ae4,SO-000042,2023-07-31,confirmed,1195.68,119.57,1315.25,
e6c8de01-c16d-407c-8037-fc3ae99f41a9,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,9a4d040e-fd8f-4d1c-88aa-ea0657ea910b,SO-000043,2023-08-01,confirmed,1440.56,144.06,1584.62,
e264c491-918f-40b0-890b-eac963936965,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,bcc76a56-67ca-4549-bcda-33020f238fc7,SO-000044,2023-08-01,confirmed,781.40,78.14,859.54,
f929c52f-5ebc-424f-8dad-a01b3291eac0,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,2816264c-276b-4269-8416-7cf22c1d0af8,SO-000045,2023-08-02,confirmed,1139.86,113.99,1253.85,
a4efb4c6-3da0-4759-ab3b-b2384558182a,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,902ff6c1-f824-41a8-8f62-0f74dc915615,SO-000046,2023-08-02,confirmed,996.83,99.68,1096.51,
3a0eb7a5-6138-4e13-a80d-12f9894c73e7,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,30ff27c5-ca76-45ae-9628-b1a72ba9f830,SO-000047,2023-08-03,confirmed,4287.64,428.76,4716.40,
71c8ddf6-3b71-40be-a158-22e239b4c2d6,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,c8634f52-6815-493a-82a8-f3a0f008a8d4,SO-000048,2023-08-03,confirmed,1911.21,191.13,2102.34,
1200cbb8-5ddc-4c97-8ee1-a25f2f0e50f6,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,3a2af4d6-6183-4a9b-90ea-d32eabf6b64b,SO-000049,2023-08-03,confirmed,1385.04,138.50,1523.54,
e76bd707-12f7-48c2-b7e0-907e4f2b360a,c3e61d8e-e415-4326-931a-cffe4ec7ba0f,2208a583-3e0e-46be-a633-f5ee63e684d7,SO-000050,2023-08-03,confirmed,2645.29,264.53,2909.82,
